Release Date	Movie	Production Budget	Domestic Gross	Worldwide Gross
11/27/02	Wes Craven Presents: They	$17,000,000 	$12,840,842 	$16,140,842 
10/1/99	The Adventures of Elmo in Grouchland	$17,000,000 	$11,634,458 	$11,634,458 
7/24/87	Superman IV: The Quest for Peace	$17,000,000 	$11,227,824 	$11,227,824 
1/1/63	55 Days at Peking	$17,000,000 	$10,000,000 	$10,000,000 
4/21/06	American Dreamz	$17,000,000 	$7,314,027 	$16,510,971 
2/24/06	Running Scared	$17,000,000 	$6,855,137 	$8,345,277 
8/24/12	The Apparition	$17,000,000 	$4,936,819 	$6,909,667 
4/30/04	Bobby Jones: Stroke of Genius	$17,000,000 	$2,694,071 	$2,694,071 
8/29/86	Shanghai Surprise	$17,000,000 	$2,315,000 	$2,315,000 
12/25/10	L'illusionniste	$17,000,000 	$2,231,474 	$5,631,474 
1/1/81	Roar	$17,000,000 	$2,000,000 	$2,000,000 
10/17/03	Veronica Guerin	$17,000,000 	$1,569,918 	$9,438,074 
11/14/07	Southland Tales	$17,000,000 	$275,380 	$364,607 
6/23/09	Chasseurs de dragons	$17,000,000 	$0 	$13,446,115 
10/21/77	Damnation Alley	$17,000,000 	$0 	$0 
11/10/06	FUR: An Imaginary Portrait of Diane Arbus	$16,800,000 	$223,202 	$2,281,089 
12/11/87	Wall Street	$16,500,000 	$43,848,100 	$43,848,100 
12/11/95	Sense and Sensibility	$16,500,000 	$42,993,774 	$134,993,774 
8/18/06	The Illusionist	$16,500,000 	$39,868,642 	$83,792,062 
8/3/07	Becoming Jane	$16,500,000 	$18,663,911 	$39,364,948 
12/19/03	House of Sand and Fog	$16,500,000 	$13,005,485 	$16,157,923 
9/21/07	Sydney White	$16,500,000 	$11,892,415 	$13,636,339 
12/31/07	Arn - Tempelriddaren	$16,500,000 	$0 	$14,900,000 
6/2/89	Dead Poets' Society	$16,400,000 	$95,860,116 	$239,500,000 
12/16/94	Dumb & Dumber	$16,000,000 	$127,175,374 	$246,400,000 
5/19/00	Road Trip	$16,000,000 	$68,525,609 	$119,739,110 
12/8/82	The Verdict	$16,000,000 	$53,977,250 	$53,977,250 
1/15/99	Varsity Blues	$16,000,000 	$52,894,169 	$54,294,169 
11/25/11	The Artist	$16,000,000 	$44,667,095 	$128,256,712 
1/9/09	The Unborn	$16,000,000 	$42,670,410 	$77,208,315 
8/2/02	The Master of Disguise	$16,000,000 	$40,363,530 	$40,363,530 
10/6/06	The Texas Chainsaw Massacre: The Beginning	$16,000,000 	$39,517,763 	$50,517,763 
12/29/06	El Laberinto del Fauno	$16,000,000 	$37,634,615 	$87,041,569 
2/4/11	The Roommate	$16,000,000 	$37,300,107 	$40,497,461 
2/2/07	The Messengers	$16,000,000 	$35,374,833 	$53,774,833 
3/2/01	See Spot Run	$16,000,000 	$33,357,476 	$43,057,552 
8/9/91	Double Impact	$16,000,000 	$29,090,445 	$29,090,445 
6/27/01	Baby Boy	$16,000,000 	$28,734,552 	$28,734,552 
4/11/01	Joe Dirt	$16,000,000 	$27,087,695 	$30,987,695 
9/12/08	The Women	$16,000,000 	$26,902,075 	$50,103,808 
4/20/07	Hot Fuzz	$16,000,000 	$23,618,786 	$81,742,618 
8/15/08	Vicky Cristina Barcelona	$16,000,000 	$23,216,709 	$77,216,709 
6/16/00	Boys and Girls	$16,000,000 	$21,799,652 	$21,799,652 
11/18/94	Léon	$16,000,000 	$19,284,974 	$45,284,974 
3/12/10	Remember Me	$16,000,000 	$19,068,240 	$56,506,120 
10/11/02	White Oleander	$16,000,000 	$16,357,770 	$21,657,770 
9/18/09	Jennifer's Body	$16,000,000 	$16,204,793 	$32,832,166 
3/3/00	Drowning Mona	$16,000,000 	$15,427,192 	$15,980,376 
1/30/87	Radio Days	$16,000,000 	$14,792,779 	$14,792,779 
7/18/03	How to Deal	$16,000,000 	$14,108,518 	$14,108,518 
5/28/04	Soul Plane	$16,000,000 	$13,922,211 	$14,553,807 
12/9/88	My Stepmother Is an Alien	$16,000,000 	$13,854,000 	$13,854,000 
5/28/99	The Thirteenth Floor	$16,000,000 	$11,810,854 	$11,810,854 
9/3/04	The Cookout	$16,000,000 	$11,540,112 	$11,540,112 
1/1/79	Meteor	$16,000,000 	$8,400,000 	$8,400,000 
3/7/86	Highlander	$16,000,000 	$5,900,000 	$12,900,000 
5/3/02	Hollywood Ending	$16,000,000 	$4,839,383 	$14,839,383 
9/15/00	Duets	$16,000,000 	$4,734,235 	$4,734,235 
8/13/99	Detroit Rock City	$16,000,000 	$4,217,115 	$4,217,115 
10/19/07	Things We Lost in the Fire	$16,000,000 	$3,287,315 	$8,120,148 
4/5/13	Trance	$16,000,000 	$2,322,593 	$16,272,615 
8/15/97	Steel	$16,000,000 	$1,686,429 	$1,686,429 
12/21/05	The White Countess	$16,000,000 	$1,669,971 	$2,814,566 
7/25/08	Bienvenue chez les Ch'tis	$16,000,000 	$1,477,650 	$247,474,497 
9/24/10	Enter the Void	$16,000,000 	$337,997 	$337,997 
12/31/08	Good	$16,000,000 	$31,631 	$31,631 
12/31/98	Trance	$16,000,000 	$0 	$0 
1/1/72	High Plains Drifter	$15,700,000 	$15,700,000 	$15,700,000 
6/21/02	Juwanna Mann	$15,600,000 	$13,571,817 	$13,771,817 
6/8/07	La Môme	$15,500,000 	$10,299,782 	$86,339,907 
11/15/02	Ararat	$15,500,000 	$1,693,000 	$1,693,000 
4/13/07	Slow Burn	$15,500,000 	$1,237,615 	$1,237,615 
4/22/05	Madison	$15,500,000 	$517,262 	$517,262 
2/26/10	The Yellow Handkerchief	$15,500,000 	$318,623 	$318,623 
9/27/02	Wasabi	$15,300,000 	$81,525 	$7,000,000 
3/31/06	Slither	$15,250,000 	$7,802,450 	$12,930,343 
11/16/90	Home Alone	$15,000,000 	$285,761,243 	$476,684,675 
12/5/84	Beverly Hills Cop	$15,000,000 	$234,760,478 	$316,300,000 
5/16/86	Top Gun	$15,000,000 	$179,800,601 	$356,800,601 
12/17/82	Tootsie	$15,000,000 	$177,200,000 	$177,200,000 
11/25/87	3 Men and a Baby	$15,000,000 	$167,780,960 	$167,780,960 
11/26/10	The King's Speech	$15,000,000 	$138,797,449 	$430,821,166 
9/15/99	American Beauty	$15,000,000 	$130,058,047 	$356,258,047 
12/8/00	Crouching Tiger, Hidden Dragon	$15,000,000 	$128,067,808 	$213,200,000 
12/9/88	Twins	$15,000,000 	$111,936,388 	$216,600,000 
12/20/96	Scream	$15,000,000 	$103,046,663 	$173,046,663 
10/25/13	Jackass Presents: Bad Grandpa	$15,000,000 	$102,003,019 	$156,403,019 
12/18/85	The Color Purple	$15,000,000 	$93,589,701 	$93,589,701 
3/30/88	Beetle Juice	$15,000,000 	$73,326,666 	$73,326,666 
11/18/59	Ben-Hur	$15,000,000 	$73,000,000 	$73,000,000 
1/18/13	Mama	$15,000,000 	$71,628,180 	$148,041,253 
10/10/80	Private Benjamin	$15,000,000 	$69,847,348 	$69,847,348 
3/6/87	Lethal Weapon	$15,000,000 	$65,192,350 	$120,192,350 
3/19/10	Diary of a Wimpy Kid	$15,000,000 	$64,003,625 	$76,954,311 
8/31/07	Halloween	$15,000,000 	$58,269,151 	$77,514,401 
9/30/06	The Queen	$15,000,000 	$56,441,711 	$128,885,873 
2/3/12	The Woman in Black	$15,000,000 	$54,333,290 	$130,727,910 
12/21/94	Little Women	$15,000,000 	$50,003,303 	$50,003,303 
1/1/79	The Deer Hunter	$15,000,000 	$50,000,000 	$50,000,000 
2/3/06	When a Stranger Calls	$15,000,000 	$47,860,214 	$66,944,472 
2/8/02	Big Fat Liar	$15,000,000 	$47,811,275 	$52,375,275 
8/15/97	Cop Land	$15,000,000 	$44,906,632 	$63,706,632 
12/25/97	Wag the Dog	$15,000,000 	$43,057,470 	$64,252,038 
2/22/13	Snitch	$15,000,000 	$42,930,462 	$48,120,954 
5/2/03	The Lizzie McGuire Movie	$15,000,000 	$42,734,455 	$55,534,455 
9/21/12	End of Watch	$15,000,000 	$41,003,371 	$53,041,274 
12/25/98	The Faculty	$15,000,000 	$40,283,321 	$40,283,321 
12/14/01	Not Another Teen Movie	$15,000,000 	$37,882,551 	$62,401,343 
12/16/62	Lawrence of Arabia	$15,000,000 	$37,495,385 	$69,995,385 
9/16/11	Drive	$15,000,000 	$35,060,689 	$78,054,825 
3/31/00	The Skulls	$15,000,000 	$35,007,180 	$35,007,180 
10/10/66	Hawaii	$15,000,000 	$34,562,222 	$34,562,222 
4/18/03	Malibu's Most Wanted	$15,000,000 	$34,308,901 	$34,499,204 
4/28/00	Where the Heart Is	$15,000,000 	$33,771,174 	$40,862,054 
8/28/09	Halloween 2	$15,000,000 	$33,392,973 	$38,512,850 
2/18/05	Because of Winn-Dixie	$15,000,000 	$32,647,042 	$33,508,485 
4/22/09	earth	$15,000,000 	$32,011,576 	$109,011,576 
2/4/05	The Wedding Date	$15,000,000 	$31,726,995 	$47,175,038 
9/25/87	The Princess Bride	$15,000,000 	$30,857,000 	$30,857,000 
7/12/02	Halloween: Resurrection	$15,000,000 	$30,259,652 	$37,659,652 
12/25/07	The Great Debaters	$15,000,000 	$30,226,144 	$30,261,293 
6/12/81	Clash of the Titans	$15,000,000 	$30,000,000 	$44,400,000 
2/20/04	Confessions of a Teenage Drama Queen	$15,000,000 	$29,331,068 	$33,118,854 
4/17/98	The Object of my Affection	$15,000,000 	$29,145,924 	$29,145,924 
5/11/07	28 Weeks Later	$15,000,000 	$28,638,916 	$64,232,714 
4/11/97	Grosse Pointe Blank	$15,000,000 	$28,084,357 	$31,070,412 
4/21/00	Love and Basketball	$15,000,000 	$27,441,122 	$27,709,625 
10/27/00	Book of Shadows: Blair Witch 2	$15,000,000 	$26,421,314 	$47,721,314 
10/10/97	Boogie Nights	$15,000,000 	$26,410,771 	$43,111,725 
7/23/10	Ramona and Beezus	$15,000,000 	$26,167,002 	$27,469,621 
5/3/96	The Craft	$15,000,000 	$24,769,466 	$55,669,466 
12/28/05	Match Point	$15,000,000 	$23,089,926 	$87,989,926 
11/5/93	The Remains of the Day	$15,000,000 	$22,954,968 	$63,954,968 
1/15/93	Nowhere to Run	$15,000,000 	$22,189,039 	$52,189,039 
9/22/00	Urban Legends: Final Cut	$15,000,000 	$21,468,807 	$38,574,362 
10/20/06	Flicka	$15,000,000 	$21,000,147 	$21,896,367 
3/23/07	The Hills Have Eyes II	$15,000,000 	$20,804,166 	$37,466,538 
12/22/10	Country Strong	$15,000,000 	$20,218,921 	$20,551,476 
10/11/02	Tuck Everlasting	$15,000,000 	$19,161,999 	$19,344,615 
10/13/06	The Marine	$15,000,000 	$18,844,784 	$22,165,608 
7/24/98	Disturbing Behavior	$15,000,000 	$17,507,368 	$17,507,368 
3/6/98	The Big Lebowski	$15,000,000 	$17,498,804 	$46,189,568 
6/26/09	The Hurt Locker	$15,000,000 	$17,017,811 	$49,894,223 
1/28/00	Eye of the Beholder	$15,000,000 	$16,500,786 	$18,260,865 
11/2/12	The Man with the Iron Fists	$15,000,000 	$15,634,090 	$21,985,095 
11/30/12	Killing Them Softly	$15,000,000 	$14,945,541 	$37,238,774 
4/20/01	Freddy Got Fingered	$15,000,000 	$14,249,005 	$14,249,005 
8/19/11	One Day	$15,000,000 	$13,843,771 	$48,086,053 
10/2/09	Whip It	$15,000,000 	$13,043,363 	$13,043,363 
1/11/08	The Pirates Who Don't Do Anything: A VeggieTales Movie	$15,000,000 	$12,981,269 	$13,248,444 
1/23/08	U2 3D	$15,000,000 	$12,898,847 	$26,170,402 
9/1/00	Highlander: Endgame	$15,000,000 	$12,801,190 	$12,801,190 
8/25/06	Idlewild	$15,000,000 	$12,669,914 	$12,669,914 
4/25/03	Confidence	$15,000,000 	$12,212,417 	$12,212,417 
10/11/02	Knockaround Guys	$15,000,000 	$11,660,180 	$12,419,700 
8/27/99	The Muse	$15,000,000 	$11,614,954 	$11,614,954 
4/3/98	Barney's Great Adventure	$15,000,000 	$11,156,471 	$11,156,471 
3/1/89	New York Stories	$15,000,000 	$10,763,469 	$10,763,469 
11/25/98	Home Fries	$15,000,000 	$10,513,979 	$10,513,979 
3/24/00	Here on Earth	$15,000,000 	$10,494,147 	$10,845,127 
10/8/04	Raise Your Voice	$15,000,000 	$10,411,980 	$14,811,980 
12/18/85	Brazil	$15,000,000 	$9,929,135 	$9,929,135 
4/23/93	The Dark Half	$15,000,000 	$9,579,068 	$9,579,068 
3/2/07	Black Snake Moan	$15,000,000 	$9,396,870 	$9,396,870 
2/21/03	Dark Blue	$15,000,000 	$9,237,470 	$12,262,065 
5/10/13	Peeples	$15,000,000 	$9,177,065 	$9,177,065 
6/22/07	A Mighty Heart	$15,000,000 	$9,176,787 	$18,932,117 
9/30/83	Brainstorm	$15,000,000 	$8,921,050 	$8,921,050 
3/24/00	Whatever it Takes	$15,000,000 	$8,735,529 	$8,735,529 
3/21/03	Boat Trip	$15,000,000 	$8,586,376 	$14,933,713 
5/22/02	The Importance of Being Earnest	$15,000,000 	$8,378,141 	$8,378,141 
5/21/99	The Love Letter	$15,000,000 	$8,322,608 	$8,322,608 
5/5/06	Hoot	$15,000,000 	$8,117,637 	$8,224,998 
2/8/08	In Bruges	$15,000,000 	$7,800,825 	$34,533,783 
12/28/12	Promised Land	$15,000,000 	$7,597,898 	$9,300,336 
10/8/01	Mulholland Drive	$15,000,000 	$7,219,578 	$11,919,578 
8/20/08	The Rocker	$15,000,000 	$6,409,528 	$8,767,338 
6/19/09	Whatever Works	$15,000,000 	$5,306,706 	$35,106,706 
7/19/00	The In Crowd	$15,000,000 	$5,217,498 	$5,217,498 
12/14/05	Los tres entierros de Melquiades Estrada	$15,000,000 	$5,027,684 	$13,454,474 
9/24/99	Jakob the Liar	$15,000,000 	$4,956,401 	$4,956,401 
9/28/07	Se jie	$15,000,000 	$4,604,982 	$65,696,051 
10/21/05	Kiss Kiss, Bang Bang	$15,000,000 	$4,235,837 	$13,105,837 
4/30/99	Idle Hands	$15,000,000 	$4,023,741 	$4,023,741 
9/22/10	You Will Meet a Tall Dark Stranger	$15,000,000 	$3,247,816 	$34,247,816 
9/15/10	Never Let Me Go	$15,000,000 	$2,434,652 	$11,509,512 
12/25/03	The Company	$15,000,000 	$2,281,585 	$3,396,508 
7/18/08	Transsiberian	$15,000,000 	$2,203,641 	$6,379,575 
10/22/99	Crazy in Alabama	$15,000,000 	$1,954,202 	$1,954,202 
1/17/86	The Clan of the Cave Bear	$15,000,000 	$1,953,732 	$1,953,732 
6/2/06	Banlieue 13	$15,000,000 	$1,200,216 	$11,208,291 
11/12/99	Felicia's Journey	$15,000,000 	$824,295 	$1,970,268 
1/25/02	Metropolis (2002)	$15,000,000 	$673,414 	$673,414 
12/1/95	Things to Do in Denver when You're Dead	$15,000,000 	$529,766 	$529,766 
2/6/04	The Return	$15,000,000 	$501,752 	$2,658,490 
7/25/03	Buffalo Soldiers	$15,000,000 	$353,743 	$353,743 
4/25/03	Steal (Canadian Release)	$15,000,000 	$220,944 	$220,944 
8/27/10	Centurion	$15,000,000 	$123,570 	$6,623,570 
10/23/09	Ong-Bak 2	$15,000,000 	$102,458 	$7,583,050 
12/31/96	Silent Trigger	$15,000,000 	$76,382 	$76,382 
8/1/08	Midnight Meat Train	$15,000,000 	$73,548 	$1,590,246 
10/25/02	All the Queen's Men	$15,000,000 	$22,723 	$22,723 
10/5/07	The Good Night	$15,000,000 	$22,441 	$22,441 
12/31/08	Bathory	$15,000,000 	$0 	$3,436,763 
12/31/05	Dungeons & Dragons 2: The Elemental Might	$15,000,000 	$0 	$909,822 
2/5/10	Shinjuku Incident	$15,000,000 	$0 	$0 
6/29/01	Pandaemonium	$15,000,000 	$0 	$0 
2/12/93	Groundhog Day	$14,600,000 	$70,906,973 	$70,906,973 
11/1/96	Romeo+Juliet	$14,500,000 	$46,338,728 	$147,542,381 
7/22/11	Elle s'appelait Sarah	$14,500,000 	$7,691,700 	$25,480,031 
8/7/92	Unforgiven	$14,400,000 	$101,157,447 	$101,157,447 
1/27/06	Manderlay	$14,200,000 	$74,205 	$543,306 
3/23/90	Pretty Woman	$14,000,000 	$178,406,268 	$432,645,872 
9/18/87	Fatal Attraction	$14,000,000 	$156,645,693 	$320,100,000 
11/12/08	Slumdog Millionaire	$14,000,000 	$141,319,928 	$384,519,665 
12/17/74	Towering Inferno	$14,000,000 	$116,000,000 	$139,700,000 
12/20/89	Born on the Fourth of July	$14,000,000 	$70,001,698 	$70,001,698 
10/1/93	Cool Runnings	$14,000,000 	$68,856,263 	$155,056,263 
1/12/07	Stomp the Yard	$14,000,000 	$61,356,221 	$75,525,718 
1/16/09	My Bloody Valentine	$14,000,000 	$51,545,952 	$102,754,998 
10/22/82	First Blood	$14,000,000 	$47,212,904 	$125,212,904 
7/13/77	The Spy Who Loved Me	$14,000,000 	$46,800,000 	$185,400,000 
12/15/00	Dude, Where's My Car?	$14,000,000 	$46,729,374 	$73,180,297 
9/25/98	Urban Legend	$14,000,000 	$38,116,707 	$72,571,864 
12/9/81	Taps	$14,000,000 	$35,856,053 	$35,856,053 
2/24/12	Tyler Perry's Good Deeds	$14,000,000 	$35,025,791 	$35,025,791 
1/18/91	White Fang	$14,000,000 	$34,729,091 	$34,729,091 
12/21/88	Dangerous Liaisons	$14,000,000 	$34,700,000 	$34,700,000 
10/8/99	Superstar	$14,000,000 	$30,628,981 	$30,628,981 
12/30/11	The Iron Lady	$14,000,000 	$29,959,436 	$115,592,104 
7/23/93	Poetic Justice	$14,000,000 	$27,450,453 	$27,450,453 
10/4/02	Jonah: A VeggieTales Movie	$14,000,000 	$25,571,351 	$25,608,779 
3/8/02	All About the Benjamins	$14,000,000 	$25,482,931 	$25,873,145 
6/17/77	Exorcist II: The Heretic	$14,000,000 	$25,011,000 	$25,011,000 
10/27/95	Vampire in Brooklyn	$14,000,000 	$19,637,147 	$19,637,147 
5/5/06	An American Haunting	$14,000,000 	$16,298,046 	$30,443,277 
8/22/03	My Boss's Daughter	$14,000,000 	$15,549,702 	$15,549,702 
8/7/09	A Perfect Getaway	$14,000,000 	$15,515,460 	$22,815,460 
10/25/96	Thinner	$14,000,000 	$15,171,475 	$15,171,475 
8/21/98	Dead Man on Campus	$14,000,000 	$15,064,948 	$15,064,948 
5/14/99	Tea with Mussolini	$14,000,000 	$14,395,874 	$14,395,874 
6/22/77	New York, New York	$14,000,000 	$13,800,000 	$13,800,000 
4/26/02	Jason X	$14,000,000 	$13,121,555 	$16,951,798 
5/13/94	Crooklyn	$14,000,000 	$13,024,170 	$13,024,170 
3/16/07	I Think I Love My Wife	$14,000,000 	$12,559,771 	$13,205,411 
11/17/06	Bobby	$14,000,000 	$11,242,801 	$20,597,806 
2/2/01	Head Over Heels	$14,000,000 	$10,397,365 	$10,397,365 
4/23/99	Lost and Found	$14,000,000 	$6,552,255 	$6,552,255 
11/30/07	Le Scaphandre et le Papillon	$14,000,000 	$5,990,075 	$22,754,472 
10/6/06	Little Children	$14,000,000 	$5,463,019 	$14,763,019 
4/21/00	Gossip	$14,000,000 	$5,108,820 	$12,591,270 
3/26/99	A Walk on the Moon	$14,000,000 	$4,741,987 	$4,741,987 
10/27/06	Catch a Fire	$14,000,000 	$4,299,773 	$5,699,773 
9/7/01	Soul Survivors	$14,000,000 	$3,100,650 	$4,288,246 
5/22/09	Easy Virtue	$14,000,000 	$2,656,784 	$12,656,784 
3/31/95	Jefferson in Paris	$14,000,000 	$2,461,628 	$2,461,628 
8/6/10	Flipped	$14,000,000 	$1,755,212 	$1,755,212 
1/1/78	Caravans	$14,000,000 	$1,000,000 	$1,000,000 
6/25/10	Les herbes folles	$14,000,000 	$403,952 	$1,903,952 
1/24/03	Amen	$14,000,000 	$274,299 	$274,299 
9/26/08	The Lucky Ones	$14,000,000 	$266,967 	$266,967 
9/30/11	Margaret	$14,000,000 	$47,185 	$47,185 
12/9/05	Brokeback Mountain	$13,900,000 	$83,043,761 	$174,097,801 
7/1/95	Clueless	$13,700,000 	$56,598,476 	$56,598,476 
3/30/90	Teenage Mutant Ninja Turtles	$13,500,000 	$135,265,915 	$202,000,000 
10/5/56	The Ten Commandments	$13,500,000 	$80,000,000 	$80,000,000 
11/8/02	Far From Heaven	$13,500,000 	$15,901,849 	$29,027,914 
10/12/12	Seven Psychopaths	$13,500,000 	$15,024,049 	$23,492,318 
11/22/00	Quills	$13,500,000 	$7,060,876 	$11,732,088 
1/29/82	The Border	$13,500,000 	$6,118,683 	$6,118,683 
2/18/05	Downfall	$13,500,000 	$5,501,940 	$93,631,742 
3/2/01	The Caveman's Valentine	$13,500,000 	$687,081 	$892,506 
4/1/11	The Last Godfather	$13,400,000 	$164,247 	$164,247 
12/17/04	Mar adentro	$13,300,000 	$2,086,345 	$39,686,345 
12/23/87	Good Morning Vietnam	$13,000,000 	$123,922,370 	$123,922,370 
12/3/10	Black Swan	$13,000,000 	$106,954,678 	$331,266,710 
1/12/01	Save the Last Dance	$13,000,000 	$91,038,276 	$131,638,276 
2/9/11	Justin Bieber: Never Say Never	$13,000,000 	$73,013,910 	$99,034,125 
2/11/00	Snow Day	$13,000,000 	$60,008,303 	$62,452,927 
1/23/04	The Butterfly Effect	$13,000,000 	$57,924,679 	$96,046,844 
12/11/74	The Godfather: Part II	$13,000,000 	$57,300,000 	$57,300,000 
7/17/87	RoboCop	$13,000,000 	$53,424,681 	$53,424,681 
3/15/13	The Call	$13,000,000 	$51,872,378 	$58,938,768 
8/19/88	A Nightmare on Elm Street 4: The Dream Master	$13,000,000 	$49,369,899 	$49,369,899 
11/21/07	This Christmas	$13,000,000 	$49,121,934 	$49,778,552 
8/12/88	Young Guns	$13,000,000 	$44,726,644 	$44,726,644 
3/31/99	Ten Things I Hate About You	$13,000,000 	$38,177,966 	$60,414,025 
5/10/02	The New Guy	$13,000,000 	$28,972,187 	$28,972,187 
2/5/93	Loaded Weapon 1	$13,000,000 	$27,979,399 	$27,979,399 
3/12/99	Baby Geniuses	$13,000,000 	$27,151,490 	$27,151,490 
4/24/98	The Big Hit	$13,000,000 	$27,066,941 	$27,066,941 
11/9/90	Child's Play 2	$13,000,000 	$26,904,572 	$34,166,572 
7/10/96	Harriet the Spy	$13,000,000 	$26,570,048 	$26,570,048 
3/1/13	21 and Over	$13,000,000 	$25,682,380 	$42,195,766 
11/21/07	The Mist	$13,000,000 	$25,593,755 	$54,777,490 
10/29/99	Being John Malkovich	$13,000,000 	$22,858,926 	$32,382,381 
9/7/01	Two Can Play That Game	$13,000,000 	$22,235,901 	$22,391,450 
3/22/13	Admission	$13,000,000 	$18,007,317 	$18,007,317 
6/29/01	crazy/beautiful	$13,000,000 	$16,929,123 	$19,929,123 
8/28/98	54	$13,000,000 	$16,757,163 	$16,757,163 
12/20/06	Letters from Iwo Jima	$13,000,000 	$13,756,082 	$68,756,082 
5/29/09	Män som hatar kvinnor	$13,000,000 	$12,749,992 	$109,421,911 
2/23/07	The Astronaut Farmer	$13,000,000 	$11,003,643 	$11,141,213 
6/12/98	Dirty Work	$13,000,000 	$10,020,081 	$10,020,081 
5/8/98	Woo	$13,000,000 	$8,064,972 	$8,064,972 
4/13/94	Serial Mom	$13,000,000 	$7,881,335 	$7,881,335 
8/4/99	Dick	$13,000,000 	$6,276,869 	$6,276,869 
11/10/99	Light It Up	$13,000,000 	$5,871,603 	$5,871,603 
8/24/01	Bubble Boy	$13,000,000 	$5,002,310 	$5,002,310 
2/1/02	Birthday Girl	$13,000,000 	$4,919,896 	$8,130,727 
5/4/07	Paris, je t'aime	$13,000,000 	$4,857,374 	$4,857,374 
8/24/07	Resurrecting the Champ	$13,000,000 	$3,172,382 	$3,260,555 
3/26/10	Chloe	$13,000,000 	$3,075,255 	$9,675,172 
3/2/01	The Widow of St. Pierre	$13,000,000 	$3,058,380 	$3,058,380 
4/5/96	Faithful	$13,000,000 	$2,104,439 	$2,104,439 
2/26/10	Un Prophète	$13,000,000 	$2,087,720 	$12,081,833 
12/3/10	I Love You, Phillip Morris	$13,000,000 	$2,037,459 	$15,144,685 
3/17/06	Find Me Guilty	$13,000,000 	$1,173,673 	$1,788,077 
5/14/93	Excessive Force	$13,000,000 	$1,152,117 	$1,152,117 
10/13/06	Infamous	$13,000,000 	$1,151,330 	$2,613,717 
7/29/11	Attack the Block	$13,000,000 	$1,024,175 	$5,406,422 
12/29/00	The Claim	$13,000,000 	$622,023 	$1,596,672 
6/18/10	The Killer Inside Me	$13,000,000 	$217,277 	$3,617,277 
3/30/12	Womb	$13,000,000 	$0 	$0 
7/12/02	Crocodile Hunter: Collision Course	$12,500,000 	$28,436,931 	$33,436,931 
9/3/10	Machete	$12,500,000 	$26,593,646 	$44,331,957 
12/19/02	Antwone Fisher	$12,500,000 	$21,078,145 	$23,367,586 
2/12/82	La Guerre du feu	$12,500,000 	$20,959,585 	$20,959,585 
11/22/02	The Emperor's Club	$12,500,000 	$14,060,950 	$16,193,713 
9/10/93	True Romance	$12,500,000 	$12,281,000 	$12,281,000 
9/11/09	Sorority Row	$12,500,000 	$11,965,282 	$26,735,797 
9/30/92	Glengarry Glen Ross	$12,500,000 	$10,725,228 	$10,725,228 
11/7/08	The Boy in the Striped Pajamas	$12,500,000 	$9,046,156 	$44,083,403 
4/2/82	Cat People	$12,500,000 	$7,000,000 	$21,000,000 
5/25/79	The Prisoner of Zenda	$12,500,000 	$7,000,000 	$7,000,000 
10/15/10	Conviction	$12,500,000 	$6,797,696 	$10,133,552 
10/12/07	Lars and the Real Girl	$12,500,000 	$5,956,480 	$10,553,442 
5/21/10	Solitary Man	$12,500,000 	$4,360,548 	$4,360,548 
9/22/00	Dancer in the Dark	$12,500,000 	$4,157,491 	$45,557,491 
12/17/10	Casino Jack	$12,500,000 	$2,039,869 	$2,080,869 
12/31/97	Oscar and Lucinda	$12,500,000 	$1,612,957 	$1,612,957 
11/1/96	The Funeral	$12,500,000 	$1,212,799 	$1,412,799 
9/3/04	Tae Guik Gi: The Brotherhood of War	$12,500,000 	$1,110,186 	$69,826,708 
11/18/88	The Land Before Time	$12,300,000 	$48,092,846 	$81,972,846 
6/20/75	Jaws	$12,000,000 	$260,000,000 	$470,700,000 
12/26/73	The Exorcist	$12,000,000 	$204,868,002 	$402,735,134 
7/9/99	American Pie	$12,000,000 	$101,800,948 	$234,723,148 
4/20/12	Think Like a Man	$12,000,000 	$91,547,205 	$96,155,124 
6/4/82	Star Trek II: The Wrath of Khan	$12,000,000 	$79,912,963 	$96,800,000 
12/12/86	The Golden Child	$12,000,000 	$79,817,937 	$79,817,937 
9/13/02	Barbershop	$12,000,000 	$75,781,642 	$77,081,642 
6/3/83	War Games	$12,000,000 	$74,433,837 	$74,433,837 
2/4/94	Ace Ventura: Pet Detective	$12,000,000 	$72,217,396 	$107,217,396 
2/24/12	Act of Valor	$12,000,000 	$70,012,847 	$82,497,035 
2/8/85	Witness	$12,000,000 	$65,532,576 	$65,532,576 
8/11/06	Step Up	$12,000,000 	$65,328,121 	$110,989,157 
2/3/12	Chronicle	$12,000,000 	$64,575,175 	$127,075,175 
